 1000 	 0.075351 
 187 	 0.001277 
 190 	 0.001277 
 191 	 0.001277 
 196 	 0.001277 
 198 	 0.001277 
 211 	 0.001277 
 214 	 0.001277 
 223 	 0.001277 
 230 	 0.001277 
 231 	 0.001277 
 232 	 0.001277 
 233 	 0.002554 
 234 	 0.002554 
 235 	 0.001277 
 236 	 0.002554 
 239 	 0.001277 
 241 	 0.003831 
 245 	 0.003831 
 247 	 0.001277 
 248 	 0.001277 
 249 	 0.001277 
 250 	 0.001277 
 252 	 0.002554 
 253 	 0.002554 
 254 	 0.001277 
 255 	 0.001277 
 257 	 0.002554 
 259 	 0.002554 
 260 	 0.002554 
 261 	 0.005109 
 262 	 0.002554 
 263 	 0.002554 
 264 	 0.007663 
 265 	 0.002554 
 266 	 0.003831 
 267 	 0.002554 
 269 	 0.001277 
 270 	 0.002554 
 272 	 0.002554 
 273 	 0.002554 
 274 	 0.003831 
 275 	 0.002554 
 276 	 0.002554 
 277 	 0.001277 
 278 	 0.001277 
 279 	 0.005109 
 280 	 0.002554 
 281 	 0.002554 
 282 	 0.005109 
 284 	 0.002554 
 285 	 0.003831 
 286 	 0.001277 
 287 	 0.003831 
 288 	 0.001277 
 289 	 0.002554 
 290 	 0.002554 
 291 	 0.003831 
 292 	 0.003831 
 293 	 0.005109 
 294 	 0.003831 
 295 	 0.003831 
 296 	 0.005109 
 297 	 0.003831 
 298 	 0.003831 
 299 	 0.005109 
 301 	 0.002554 
 302 	 0.001277 
 304 	 0.007663 
 305 	 0.001277 
 306 	 0.001277 
 307 	 0.002554 
 308 	 0.001277 
 309 	 0.003831 
 310 	 0.003831 
 311 	 0.002554 
 312 	 0.006386 
 313 	 0.001277 
 314 	 0.003831 
 315 	 0.002554 
 316 	 0.002554 
 317 	 0.003831 
 318 	 0.005109 
 319 	 0.001277 
 320 	 0.003831 
 322 	 0.006386 
 323 	 0.003831 
 324 	 0.002554 
 325 	 0.005109 
 326 	 0.003831 
 327 	 0.003831 
 328 	 0.003831 
 329 	 0.010217 
 330 	 0.001277 
 331 	 0.003831 
 332 	 0.005109 
 333 	 0.003831 
 334 	 0.006386 
 335 	 0.005109 
 336 	 0.006386 
 337 	 0.005109 
 338 	 0.001277 
 339 	 0.005109 
 340 	 0.007663 
 341 	 0.015326 
 342 	 0.006386 
 343 	 0.003831 
 344 	 0.003831 
 345 	 0.010217 
 346 	 0.005109 
 347 	 0.005109 
 348 	 0.002554 
 349 	 0.008940 
 350 	 0.003831 
 351 	 0.007663 
 352 	 0.010217 
 353 	 0.006386 
 354 	 0.006386 
 355 	 0.002554 
 356 	 0.011494 
 357 	 0.005109 
 358 	 0.006386 
 359 	 0.006386 
 360 	 0.005109 
 361 	 0.008940 
 362 	 0.007663 
