7 15 	 [(7,2)0.782446] 	 [(571,5)0.967305] 	 0.808893 	 1
7 16 	 [(7,2)0.748651] 	 [(433,10)0.970790] 	 0.771177 	 1
7 17 	 [(7,7)0.751483] 	 [(575,4)0.969900] 	 0.774805 	 1
7 18 	 [(7,1)0.668112] 	 [(623,6)0.962862] 	 0.693881 	 1
7 19 	 [(7,7)0.814282] 	 [(287,4)0.964791] 	 0.843998 	 1
7 20 	 [(7,2)0.429101] 	 [(415,9)0.968323] 	 0.443138 	 1
8 11 	 [(8,10)0.477922] 	 [(209,4)0.963389] 	 0.496084 	 1
8 12 	 [(8,1)0.590295] 	 [(295,8)0.961315] 	 0.614050 	 1
8 13 	 [(8,9)0.664451] 	 [(675,10)0.971633] 	 0.683850 	 1
8 14 	 [(8,10)0.801550] 	 [(426,3)0.962374] 	 0.832888 	 1
8 15 	 [(8,10)0.770641] 	 [(215,2)0.966374] 	 0.797456 	 1
8 16 	 [(8,2)0.763372] 	 [(506,9)0.971898] 	 0.785445 	 1
8 17 	 [(8,2)0.619216] 	 [(246,9)0.968756] 	 0.639187 	 1
8 18 	 [(8,2)0.594974] 	 [(426,9)0.971596] 	 0.612368 	 1
8 19 	 [(8,2)0.758604] 	 [(96,8)0.974242] 	 0.778661 	 1
8 20 	 [(8,9)0.868049] 	 [(733,2)0.969053] 	 0.895770 	 1
9 11 	 [(9,6)0.626045] 	 [(63,10)0.984678] 	 0.635787 	 1
9 12 	 [(9,1)0.456665] 	 [(565,5)0.987060] 	 0.462652 	 1
9 13 	 [(9,3)0.616376] 	 [(63,10)0.979895] 	 0.629022 	 1
9 14 	 [(9,1)0.518518] 	 [(476,10)0.984671] 	 0.526590 	 1
9 15 	 [(9,1)0.411371] 	 [(78,4)0.985263] 	 0.417524 	 1
9 16 	 [(9,6)0.545036] 	 [(279,9)0.984981] 	 0.553347 	 1
9 17 	 [(9,1)0.483923] 	 [(773,9)0.987018] 	 0.490288 	 1
9 18 	 [(9,2)0.490723] 	 [(558,6)0.986160] 	 0.497610 	 1
9 19 	 [(9,2)0.462055] 	 [(35,5)0.984396] 	 0.469379 	 1
9 20 	 [(9,2)0.432788] 	 [(98,9)0.985848] 	 0.439001 	 1
10 11 	 [(10,10)0.295835] 	 [(593,2)0.987245] 	 0.299657 	 1
10 12 	 [(10,1)0.687859] 	 [(293,1)0.978785] 	 0.702768 	 1
10 13 	 [(10,9)0.471187] 	 [(665,7)0.984754] 	 0.478482 	 1
10 14 	 [(10,1)0.804964] 	 [(694,5)0.975583] 	 0.825111 	 1
10 15 	 [(10,1)0.627815] 	 [(532,5)0.982502] 	 0.638996 	 1
10 16 	 [(10,1)0.885294] 	 [(750,3)0.979637] 	 0.903696 	 1
10 17 	 [(10,1)0.850203] 	 [(36,4)0.976415] 	 0.870739 	 1
10 18 	 [(10,1)0.918186] 	 [(118,1)0.970792] 	 0.945811 	 1
10 19 	 [(10,1)0.806322] 	 [(176,3)0.986602] 	 0.817272 	 1
10 20 	 [(10,7)0.770469] 	 [(644,5)0.984204] 	 0.782835 	 1
11 11 	 [(11,7)0.379171] 	 [(73,6)0.972973] 	 0.389704 	 1
11 12 	 [(11,1)0.763270] 	 [(242,3)0.977295] 	 0.781003 	 1
11 13 	 [(11,10)0.285342] 	 [(417,7)0.972818] 	 0.293315 	 1
11 14 	 [(11,5)0.645063] 	 [(604,8)0.971028] 	 0.664309 	 1
11 15 	 [(11,7)0.648461] 	 [(107,7)0.973860] 	 0.665867 	 1
11 16 	 [(11,7)0.747682] 	 [(159,10)0.967962] 	 0.772429 	 1
11 17 	 [(11,2)0.710449] 	 [(242,6)0.967948] 	 0.733974 	 1
11 18 	 [(11,7)0.698065] 	 [(159,5)0.971251] 	 0.718728 	 1
11 19 	 [(11,8)0.717800] 	 [(283,3)0.976502] 	 0.735073 	 1
11 20 	 [(11,7)0.712146] 	 [(744,8)0.962386] 	 0.739980 	 1
12 11 	 [(12,10)0.493625] 	 [(408,10)0.976680] 	 0.505411 	 1
12 12 	 [(12,9)0.701178] 	 [(58,7)0.974582] 	 0.719465 	 1
12 13 	 [(12,10)0.550775] 	 [(671,3)0.977085] 	 0.563692 	 1
12 14 	 [(12,9)0.768961] 	 [(159,8)0.969146] 	 0.793442 	 1
12 15 	 [(12,1)0.699854] 	 [(744,5)0.973395] 	 0.718983 	 1
12 16 	 [(12,5)0.760550] 	 [(283,3)0.977601] 	 0.777976 	 1
12 17 	 [(12,9)0.743657] 	 [(776,8)0.973575] 	 0.763842 	 1
12 18 	 [(12,1)0.712333] 	 [(30,1)0.971064] 	 0.733559 	 1
12 19 	 [(12,2)0.802460] 	 [(317,4)0.974213] 	 0.823701 	 1
12 20 	 [(12,9)0.814704] 	 [(211,1)0.970283] 	 0.839656 	 1
13 11 	 [(13,9)0.290601] 	 [(600,7)0.972981] 	 0.298671 	 1
13 12 	 [(13,8)0.731802] 	 [(239,10)0.985657] 	 0.742451 	 1
13 13 	 [(13,7)0.515378] 	 [(600,7)0.979449] 	 0.526192 	 1
13 14 	 [(13,2)0.415221] 	 [(485,1)0.980849] 	 0.423328 	 1
13 15 	 [(13,2)0.672341] 	 [(563,10)0.983230] 	 0.683808 	 1
13 16 	 [(13,6)0.728866] 	 [(269,9)0.984325] 	 0.740473 	 1
13 17 	 [(13,2)0.627197] 	 [(142,6)0.983191] 	 0.637920 	 1
13 18 	 [(13,2)0.420809] 	 [(485,1)0.981794] 	 0.428612 	 1
13 19 	 [(13,2)0.504239] 	 [(485,1)0.984057] 	 0.512408 	 1
13 20 	 [(13,2)0.526809] 	 [(485,1)0.981029] 	 0.536996 	 1
14 11 	 [(14,10)0.293600] 	 [(711,1)0.983838] 	 0.298423 	 1
14 12 	 [(14,1)0.420280] 	 [(492,10)0.976073] 	 0.430583 	 1
14 13 	 [(14,9)0.356915] 	 [(19,6)0.987028] 	 0.361606 	 1
14 14 	 [(14,5)0.633641] 	 [(777,1)0.976457] 	 0.648918 	 1
14 15 	 [(14,3)0.581094] 	 [(205,6)0.981323] 	 0.592154 	 1
14 16 	 [(14,5)0.613097] 	 [(277,5)0.980953] 	 0.625001 	 1
14 17 	 [(14,3)0.702539] 	 [(654,4)0.985962] 	 0.712542 	 1
14 18 	 [(14,3)0.661419] 	 [(777,1)0.981007] 	 0.674225 	 1
14 19 	 [(14,1)0.515763] 	 [(476,8)0.981143] 	 0.525676 	 1
14 20 	 [(14,9)0.668858] 	 [(458,4)0.976521] 	 0.684940 	 1
15 11 	 [(15,5)0.591922] 	 [(431,1)0.977481] 	 0.605559 	 1
15 12 	 [(15,9)0.723025] 	 [(341,1)0.984530] 	 0.734386 	 1
15 13 	 [(15,5)0.692531] 	 [(298,9)0.979023] 	 0.707369 	 1
15 14 	 [(15,4)0.689534] 	 [(614,1)0.983280] 	 0.701259 	 1
15 15 	 [(15,2)0.769502] 	 [(562,3)0.981487] 	 0.784016 	 1
15 16 	 [(15,10)0.659386] 	 [(16,2)0.980564] 	 0.672456 	 1
15 17 	 [(15,2)0.776190] 	 [(135,1)0.976420] 	 0.794935 	 1
15 18 	 [(15,8)0.738803] 	 [(651,2)0.979804] 	 0.754031 	 1
15 19 	 [(15,2)0.803423] 	 [(673,1)0.981940] 	 0.818200 	 1
15 20 	 [(15,2)0.627820] 	 [(318,4)0.983155] 	 0.638577 	 1
16 11 	 [(16,4)0.536454] 	 [(652,4)0.976745] 	 0.549226 	 1
16 12 	 [(16,2)0.605269] 	 [(230,1)0.981899] 	 0.616427 	 1
16 13 	 [(16,5)0.500629] 	 [(374,10)0.979514] 	 0.511099 	 1
16 14 	 [(16,2)0.562939] 	 [(374,3)0.980646] 	 0.574049 	 1
16 15 	 [(16,8)0.718153] 	 [(36,9)0.977337] 	 0.734806 	 1
16 16 	 [(16,7)0.677243] 	 [(72,9)0.981983] 	 0.689669 	 1
16 17 	 [(16,2)0.561243] 	 [(305,5)0.979963] 	 0.572719 	 1
16 18 	 [(16,2)0.631931] 	 [(374,9)0.977148] 	 0.646710 	 1
16 19 	 [(16,2)0.553826] 	 [(652,4)0.980464] 	 0.564861 	 1
16 20 	 [(16,2)0.475531] 	 [(432,9)0.976023] 	 0.487213 	 1
17 11 	 [(17,10)0.533782] 	 [(277,2)0.977822] 	 0.545889 	 1
17 12 	 [(17,1)0.729194] 	 [(70,7)0.977893] 	 0.745679 	 1
17 13 	 [(17,5)0.667006] 	 [(670,1)0.972028] 	 0.686200 	 1
17 14 	 [(17,1)0.257355] 	 [(45,3)0.984291] 	 0.261462 	 1
17 15 	 [(17,7)0.699720] 	 [(45,8)0.977415] 	 0.715888 	 1
17 16 	 [(17,7)0.702138] 	 [(644,1)0.979447] 	 0.716872 	 1
17 17 	 [(17,10)0.706523] 	 [(158,4)0.971953] 	 0.726911 	 1
17 18 	 [(17,2)0.444666] 	 [(45,6)0.981817] 	 0.452901 	 1
17 19 	 [(17,2)0.381605] 	 [(12,7)0.975098] 	 0.391350 	 1
17 20 	 [(17,2)0.313929] 	 [(276,7)0.978536] 	 0.320815 	 1
18 11 	 [(18,4)0.229808] 	 [(277,9)0.974590] 	 0.235800 	 1
18 12 	 [(18,1)0.508789] 	 [(706,7)0.982946] 	 0.517616 	 1
18 13 	 [(18,10)0.258727] 	 [(11,9)0.978536] 	 0.264402 	 1
18 14 	 [(18,1)0.378956] 	 [(619,2)0.976849] 	 0.387937 	 1
18 15 	 [(18,1)0.342620] 	 [(527,9)0.983658] 	 0.348312 	 1
18 16 	 [(18,1)0.433258] 	 [(12,8)0.979213] 	 0.442455 	 1
18 17 	 [(18,1)0.549234] 	 [(12,7)0.979230] 	 0.560884 	 1
18 18 	 [(18,9)0.485390] 	 [(670,10)0.982597] 	 0.493987 	 1
18 19 	 [(18,1)0.543108] 	 [(777,8)0.977068] 	 0.555855 	 1
18 20 	 [(18,1)0.473484] 	 [(777,5)0.981362] 	 0.482476 	 1
19 11 	 [(19,10)0.380580] 	 [(562,3)0.970478] 	 0.392157 	 1
19 12 	 [(19,1)0.343652] 	 [(20,5)0.977829] 	 0.351444 	 1
19 13 	 [(19,2)0.456776] 	 [(20,6)0.969879] 	 0.470962 	 1
19 14 	 [(19,2)0.661825] 	 [(20,5)0.959294] 	 0.689908 	 1
19 15 	 [(19,3)0.602894] 	 [(53,2)0.974863] 	 0.618440 	 1
19 16 	 [(19,9)0.565991] 	 [(20,5)0.973689] 	 0.581285 	 1
19 17 	 [(19,2)0.593305] 	 [(20,5)0.959556] 	 0.618312 	 1
19 18 	 [(19,2)0.366421] 	 [(20,4)0.972748] 	 0.376686 	 1
19 19 	 [(19,2)0.331973] 	 [(20,5)0.970957] 	 0.341903 	 1
19 20 	 [(19,2)0.232082] 	 [(20,10)0.976523] 	 0.237662 	 1
20 11 	 [(20,10)0.385444] 	 [(19,3)0.973349] 	 0.395998 	 1
20 12 	 [(20,1)0.440199] 	 [(19,3)0.975360] 	 0.451320 	 1
20 13 	 [(20,10)0.365409] 	 [(19,4)0.972082] 	 0.375903 	 1
20 14 	 [(20,1)0.731990] 	 [(195,2)0.970030] 	 0.754606 	 1
20 15 	 [(20,1)0.652792] 	 [(19,8)0.979207] 	 0.666654 	 1
20 16 	 [(20,7)0.848094] 	 [(303,5)0.970118] 	 0.874217 	 1
20 17 	 [(20,9)0.868193] 	 [(303,5)0.974079] 	 0.891296 	 1
20 18 	 [(20,4)0.897488] 	 [(19,10)0.978586] 	 0.917127 	 1
20 19 	 [(20,5)0.900092] 	 [(303,10)0.975119] 	 0.923059 	 1
20 20 	 [(20,2)0.303718] 	 [(19,3)0.976303] 	 0.311090 	 1
21 11 	 [(21,10)0.370528] 	 [(369,4)0.972836] 	 0.380874 	 1
21 12 	 [(21,1)0.601185] 	 [(485,1)0.979675] 	 0.613658 	 1
21 13 	 [(21,10)0.466893] 	 [(602,1)0.969321] 	 0.481670 	 1
21 14 	 [(21,2)0.546362] 	 [(23,9)0.974692] 	 0.560548 	 1
21 15 	 [(21,2)0.477042] 	 [(316,8)0.962372] 	 0.495694 	 1
21 16 	 [(21,2)0.438257] 	 [(71,5)0.967130] 	 0.453152 	 1
21 17 	 [(21,2)0.612568] 	 [(520,6)0.965256] 	 0.634617 	 1
21 18 	 [(21,2)0.431391] 	 [(443,5)0.970809] 	 0.444362 	 1
21 19 	 [(21,2)0.755442] 	 [(538,3)0.968344] 	 0.780138 	 1
21 20 	 [(21,2)0.333095] 	 [(443,7)0.964650] 	 0.345301 	 1
22 11 	 [(22,3)0.442160] 	 [(61,2)0.976587] 	 0.452760 	 1
22 12 	 [(22,1)0.610594] 	 [(43,8)0.962686] 	 0.634261 	 1
22 13 	 [(22,4)0.531459] 	 [(539,6)0.965393] 	 0.550511 	 1
22 14 	 [(22,2)0.719393] 	 [(242,10)0.953666] 	 0.754345 	 1
22 15 	 [(22,3)0.745238] 	 [(448,1)0.961988] 	 0.774685 	 1
22 16 	 [(22,1)0.803870] 	 [(262,3)0.965977] 	 0.832183 	 1
22 17 	 [(22,2)0.649275] 	 [(211,3)0.969989] 	 0.669363 	 1
22 18 	 [(22,1)0.689884] 	 [(561,3)0.965411] 	 0.714601 	 1
22 19 	 [(22,2)0.588038] 	 [(364,10)0.985553] 	 0.596658 	 1
22 20 	 [(22,2)0.734224] 	 [(721,5)0.956176] 	 0.767875 	 1
23 11 	 [(23,5)0.705197] 	 [(602,1)0.967066] 	 0.729213 	 1
23 12 	 [(23,3)0.860696] 	 [(317,2)0.965421] 	 0.891524 	 1
23 13 	 [(23,10)0.724981] 	 [(178,2)0.964789] 	 0.751440 	 1
23 14 	 [(23,1)0.692043] 	 [(657,2)0.973360] 	 0.710984 	 1
23 15 	 [(23,3)0.673552] 	 [(519,8)0.975634] 	 0.690374 	 1
23 16 	 [(23,2)0.526858] 	 [(600,6)0.972603] 	 0.541699 	 1
23 17 	 [(23,3)0.714575] 	 [(43,3)0.969365] 	 0.737158 	 1
23 18 	 [(23,3)0.756695] 	 [(417,4)0.967328] 	 0.782253 	 1
23 19 	 [(23,3)0.627384] 	 [(61,2)0.965471] 	 0.649822 	 1
23 20 	 [(23,6)0.726121] 	 [(423,8)0.972573] 	 0.746598 	 1
24 11 	 [(24,10)0.566590] 	 [(281,1)0.965457] 	 0.586862 	 1
24 12 	 [(24,1)0.539020] 	 [(604,8)0.978034] 	 0.551126 	 1
24 13 	 [(24,9)0.763162] 	 [(344,5)0.957707] 	 0.796864 	 1
24 14 	 [(24,4)0.764856] 	 [(370,1)0.977095] 	 0.782786 	 1
24 15 	 [(24,2)0.728080] 	 [(283,7)0.978923] 	 0.743756 	 1
24 16 	 [(24,4)0.800881] 	 [(203,5)0.958454] 	 0.835597 	 1
24 17 	 [(24,6)0.746874] 	 [(604,8)0.978063] 	 0.763626 	 1
24 18 	 [(24,6)0.759765] 	 [(604,8)0.971885] 	 0.781744 	 1
24 19 	 [(24,9)0.799669] 	 [(283,3)0.970878] 	 0.823655 	 1
24 20 	 [(24,6)0.812231] 	 [(283,4)0.969501] 	 0.837783 	 1
25 11 	 [(25,10)0.360524] 	 [(107,2)0.964252] 	 0.373890 	 1
25 12 	 [(25,2)0.542211] 	 [(187,6)0.977378] 	 0.554761 	 1
25 13 	 [(25,6)0.620450] 	 [(693,5)0.968595] 	 0.640567 	 1
25 14 	 [(25,2)0.662494] 	 [(39,7)0.984299] 	 0.673062 	 1
25 15 	 [(25,2)0.515318] 	 [(206,3)0.981098] 	 0.525246 	 1
25 16 	 [(25,5)0.756680] 	 [(330,6)0.976259] 	 0.775081 	 1
25 17 	 [(25,2)0.786925] 	 [(602,9)0.984533] 	 0.799288 	 1
25 18 	 [(25,2)0.652315] 	 [(647,2)0.984271] 	 0.662739 	 1
25 19 	 [(25,2)0.466812] 	 [(39,4)0.977593] 	 0.477512 	 1
25 20 	 [(25,2)0.513961] 	 [(39,5)0.980564] 	 0.524148 	 1
26 11 	 [(26,10)0.670136] 	 [(8,1)0.974369] 	 0.687764 	 1
26 12 	 [(26,6)0.753353] 	 [(674,3)0.985024] 	 0.764807 	 1
26 13 	 [(26,10)0.663278] 	 [(430,9)0.974042] 	 0.680954 	 1
26 14 	 [(26,9)0.570092] 	 [(12,5)0.971738] 	 0.586673 	 1
26 15 	 [(26,2)0.550396] 	 [(603,1)0.980469] 	 0.561360 	 1
26 16 	 [(26,7)0.746851] 	 [(128,3)0.978627] 	 0.763162 	 1
26 17 	 [(26,2)0.652806] 	 [(352,3)0.980784] 	 0.665596 	 1
26 18 	 [(26,2)0.513259] 	 [(719,8)0.981731] 	 0.522810 	 1
26 19 	 [(26,2)0.383764] 	 [(78,6)0.977792] 	 0.392480 	 1
26 20 	 [(26,2)0.500152] 	 [(284,9)0.984764] 	 0.507890 	 1
27 11 	 [(27,10)0.598476] 	 [(728,7)0.976015] 	 0.613183 	 1
27 12 	 [(27,1)0.498868] 	 [(515,6)0.983039] 	 0.507475 	 1
27 13 	 [(27,10)0.793971] 	 [(23,1)0.979375] 	 0.810692 	 1
27 14 	 [(27,3)0.742680] 	 [(123,3)0.972808] 	 0.763439 	 1
27 15 	 [(27,2)0.743321] 	 [(227,5)0.958454] 	 0.775542 	 1
27 16 	 [(27,2)0.728331] 	 [(574,6)0.977863] 	 0.744819 	 1
27 17 	 [(27,1)0.686188] 	 [(67,3)0.981894] 	 0.698841 	 1
27 18 	 [(27,8)0.756091] 	 [(227,5)0.979858] 	 0.771633 	 1
27 19 	 [(27,1)0.817227] 	 [(67,5)0.984866] 	 0.829785 	 1
27 20 	 [(27,2)0.555593] 	 [(653,2)0.982200] 	 0.565662 	 1
28 11 	 [(28,10)0.372430] 	 [(295,9)0.973409] 	 0.382604 	 1
28 12 	 [(28,9)0.709097] 	 [(779,3)0.975771] 	 0.726704 	 1
28 13 	 [(28,10)0.231419] 	 [(32,3)0.972863] 	 0.237874 	 1
28 14 	 [(28,6)0.630722] 	 [(374,7)0.978365] 	 0.644669 	 1
28 15 	 [(28,3)0.705160] 	 [(360,10)0.979311] 	 0.720057 	 1
28 16 	 [(28,7)0.653130] 	 [(410,8)0.972784] 	 0.671403 	 1
28 17 	 [(28,2)0.609460] 	 [(193,1)0.977870] 	 0.623253 	 1
28 18 	 [(28,1)0.618488] 	 [(374,7)0.981952] 	 0.629856 	 1
28 19 	 [(28,3)0.605254] 	 [(584,1)0.978913] 	 0.618292 	 1
28 20 	 [(28,3)0.676230] 	 [(370,9)0.977932] 	 0.691490 	 1
29 11 	 [(29,9)0.722458] 	 [(470,7)0.968000] 	 0.746341 	 1
29 12 	 [(29,2)0.733803] 	 [(485,1)0.976167] 	 0.751719 	 1
29 13 	 [(29,8)0.748845] 	 [(57,1)0.976645] 	 0.766753 	 1
29 14 	 [(29,1)0.612140] 	 [(515,2)0.977284] 	 0.626369 	 1
29 15 	 [(29,4)0.764062] 	 [(430,7)0.974596] 	 0.783978 	 1
29 16 	 [(29,2)0.714318] 	 [(57,6)0.975093] 	 0.732564 	 1
29 17 	 [(29,2)0.573339] 	 [(369,2)0.978904] 	 0.585695 	 1
29 18 	 [(29,1)0.755851] 	 [(57,1)0.969185] 	 0.779883 	 1
29 19 	 [(29,2)0.775055] 	 [(470,4)0.980412] 	 0.790540 	 1
29 20 	 [(29,2)0.726997] 	 [(673,7)0.981654] 	 0.740584 	 1
30 11 	 [(30,10)0.522170] 	 [(738,4)0.963393] 	 0.542011 	 1
30 12 	 [(30,1)0.674354] 	 [(563,7)0.964466] 	 0.699199 	 1
30 13 	 [(30,9)0.512823] 	 [(374,2)0.955571] 	 0.536667 	 1
30 14 	 [(30,8)0.723254] 	 [(567,8)0.967646] 	 0.747437 	 1
30 15 	 [(30,2)0.620188] 	 [(159,10)0.966858] 	 0.641447 	 1
30 16 	 [(30,1)0.687829] 	 [(61,2)0.964186] 	 0.713378 	 1
30 17 	 [(30,4)0.631260] 	 [(159,5)0.967791] 	 0.652269 	 1
30 18 	 [(30,9)0.644542] 	 [(283,4)0.969829] 	 0.664593 	 1
30 19 	 [(30,2)0.546788] 	 [(563,3)0.952002] 	 0.574356 	 1
30 20 	 [(30,2)0.613131] 	 [(211,1)0.968063] 	 0.633359 	 1
31 11 	 [(31,10)0.363182] 	 [(573,10)0.966414] 	 0.375804 	 1
31 12 	 [(31,1)0.398684] 	 [(134,5)0.979245] 	 0.407134 	 1
31 13 	 [(31,8)0.598954] 	 [(573,10)0.957495] 	 0.625543 	 1
31 14 	 [(31,4)0.737743] 	 [(777,1)0.971420] 	 0.759448 	 1
31 15 	 [(31,4)0.708856] 	 [(499,6)0.973764] 	 0.727955 	 1
31 16 	 [(31,1)0.593363] 	 [(52,6)0.978297] 	 0.606526 	 1
31 17 	 [(31,2)0.697109] 	 [(304,9)0.973877] 	 0.715808 	 1
31 18 	 [(31,4)0.694215] 	 [(32,5)0.976162] 	 0.711168 	 1
31 19 	 [(31,2)0.724480] 	 [(674,9)0.973048] 	 0.744547 	 1
31 20 	 [(31,4)0.712222] 	 [(369,4)0.970287] 	 0.734032 	 1
32 11 	 [(32,6)0.296635] 	 [(769,1)0.961038] 	 0.308661 	 1
32 12 	 [(32,6)0.842467] 	 [(230,1)0.984018] 	 0.856150 	 1
32 13 	 [(32,3)0.514050] 	 [(364,2)0.973874] 	 0.527840 	 1
32 14 	 [(32,6)0.694988] 	 [(148,8)0.974058] 	 0.713498 	 1
32 15 	 [(32,2)0.643239] 	 [(52,4)0.971399] 	 0.662178 	 1
32 16 	 [(32,2)0.606405] 	 [(442,10)0.966549] 	 0.627392 	 1
32 17 	 [(32,2)0.595517] 	 [(487,4)0.966027] 	 0.616460 	 1
32 18 	 [(32,2)0.746565] 	 [(487,4)0.965502] 	 0.773240 	 1
32 19 	 [(32,2)0.460173] 	 [(195,5)0.970165] 	 0.474324 	 1
32 20 	 [(32,2)0.287140] 	 [(52,8)0.971803] 	 0.295471 	 1
33 11 	 [(33,7)0.743682] 	 [(300,7)0.977023] 	 0.761171 	 1
33 12 	 [(33,1)0.828861] 	 [(481,1)0.976297] 	 0.848984 	 1
33 13 	 [(33,7)0.834787] 	 [(258,1)0.973742] 	 0.857298 	 1
33 14 	 [(33,1)0.866703] 	 [(524,4)0.983722] 	 0.881045 	 1
33 15 	 [(33,1)0.748189] 	 [(29,9)0.970639] 	 0.770821 	 1
