169 11 	 [(169,8)0.544820] 	 [(479,6)0.976906] 	 0.557700 	 1
169 12 	 [(169,2)0.924876] 	 [(337,10)0.962795] 	 0.960616 	 1
169 13 	 [(169,8)0.496795] 	 [(98,9)0.973692] 	 0.510218 	 1
169 14 	 [(169,1)0.793458] 	 [(506,4)0.968154] 	 0.819558 	 1
169 15 	 [(169,1)0.840792] 	 [(761,5)0.970871] 	 0.866018 	 1
169 16 	 [(169,2)0.916881] 	 [(379,6)0.964300] 	 0.950825 	 1
169 17 	 [(169,1)0.871482] 	 [(165,5)0.962411] 	 0.905520 	 1
169 18 	 [(169,2)0.860049] 	 [(378,10)0.960615] 	 0.895311 	 1
169 19 	 [(169,2)0.869467] 	 [(434,1)0.963419] 	 0.902481 	 1
169 20 	 [(169,2)0.810075] 	 [(221,5)0.969931] 	 0.835188 	 1
170 11 	 [(170,4)0.636708] 	 [(398,7)0.973781] 	 0.653851 	 1
170 12 	 [(170,1)0.640443] 	 [(179,5)0.974185] 	 0.657414 	 1
170 13 	 [(170,8)0.680846] 	 [(189,8)0.983336] 	 0.692384 	 1
170 14 	 [(170,2)0.784074] 	 [(358,2)0.981580] 	 0.798788 	 1
170 15 	 [(170,2)0.829870] 	 [(167,1)0.967614] 	 0.857646 	 1
170 16 	 [(170,1)0.800113] 	 [(742,7)0.973286] 	 0.822074 	 1
170 17 	 [(170,2)0.673970] 	 [(167,1)0.981150] 	 0.686918 	 1
170 18 	 [(170,2)0.723841] 	 [(133,10)0.980677] 	 0.738103 	 1
170 19 	 [(170,2)0.758876] 	 [(220,2)0.980365] 	 0.774075 	 1
170 20 	 [(170,2)0.872957] 	 [(189,2)0.977057] 	 0.893456 	 1
171 11 	 [(171,10)0.708602] 	 [(734,1)0.972490] 	 0.728647 	 1
171 12 	 [(171,2)0.794054] 	 [(479,9)0.963155] 	 0.824430 	 1
171 13 	 [(171,9)0.805535] 	 [(437,2)0.972255] 	 0.828522 	 1
171 14 	 [(171,2)0.788127] 	 [(495,7)0.976055] 	 0.807462 	 1
171 15 	 [(171,2)0.901710] 	 [(627,8)0.974087] 	 0.925698 	 1
171 16 	 [(171,1)0.707426] 	 [(721,1)0.966972] 	 0.731589 	 1
171 17 	 [(171,1)0.895797] 	 [(495,7)0.966736] 	 0.926620 	 1
171 18 	 [(171,1)0.931770] 	 [(588,7)0.971436] 	 0.959168 	 1
171 19 	 [(171,1)0.806710] 	 [(695,2)0.961872] 	 0.838687 	 1
171 20 	 [(171,8)0.957206] 	 [(660,1)0.962794] 	 0.994196 	 1
172 11 	 [(172,6)0.484572] 	 [(159,1)0.981001] 	 0.493957 	 1
172 12 	 [(172,1)0.576767] 	 [(776,4)0.979263] 	 0.588981 	 1
172 13 	 [(172,6)0.437112] 	 [(21,5)0.984384] 	 0.444046 	 1
172 14 	 [(172,1)0.468094] 	 [(68,3)0.979695] 	 0.477796 	 1
172 15 	 [(172,1)0.520258] 	 [(159,4)0.983074] 	 0.529216 	 1
172 16 	 [(172,2)0.588965] 	 [(762,6)0.981858] 	 0.599847 	 1
172 17 	 [(172,6)0.581161] 	 [(159,10)0.974897] 	 0.596126 	 1
172 18 	 [(172,1)0.371183] 	 [(68,1)0.981304] 	 0.378255 	 1
172 19 	 [(172,2)0.616684] 	 [(600,3)0.980296] 	 0.629079 	 1
172 20 	 [(172,2)0.388852] 	 [(238,6)0.970535] 	 0.400657 	 1
173 11 	 [(173,7)0.818377] 	 [(459,5)0.985375] 	 0.830523 	 1
173 12 	 [(173,5)0.346536] 	 [(487,7)0.984076] 	 0.352144 	 1
173 13 	 [(173,7)0.252794] 	 [(277,7)0.977790] 	 0.258536 	 1
173 14 	 [(173,5)0.386812] 	 [(386,1)0.977753] 	 0.395613 	 1
173 15 	 [(173,4)0.281421] 	 [(277,4)0.983536] 	 0.286132 	 1
173 16 	 [(173,7)0.341275] 	 [(89,5)0.981367] 	 0.347755 	 1
173 17 	 [(173,4)0.341113] 	 [(36,7)0.982416] 	 0.347218 	 1
173 18 	 [(173,4)0.259663] 	 [(562,10)0.983177] 	 0.264106 	 1
173 19 	 [(173,6)0.477385] 	 [(277,7)0.980644] 	 0.486808 	 1
173 20 	 [(173,7)0.588362] 	 [(282,3)0.979612] 	 0.600607 	 1
174 11 	 [(174,10)0.635408] 	 [(575,4)0.974400] 	 0.652102 	 1
174 12 	 [(174,1)0.693889] 	 [(575,4)0.978105] 	 0.709422 	 1
174 13 	 [(174,5)0.813492] 	 [(425,10)0.978673] 	 0.831219 	 1
174 14 	 [(174,1)0.745621] 	 [(137,7)0.975819] 	 0.764098 	 1
174 15 	 [(174,1)0.754993] 	 [(171,2)0.978777] 	 0.771364 	 1
174 16 	 [(174,1)0.781351] 	 [(675,8)0.976423] 	 0.800218 	 1
174 17 	 [(174,2)0.813329] 	 [(178,4)0.983196] 	 0.827230 	 1
174 18 	 [(174,1)0.862726] 	 [(246,9)0.978957] 	 0.881271 	 1
174 19 	 [(174,2)0.725558] 	 [(310,7)0.976981] 	 0.742653 	 1
174 20 	 [(174,9)0.872149] 	 [(137,2)0.979284] 	 0.890599 	 1
175 11 	 [(175,9)0.617059] 	 [(526,2)0.975385] 	 0.632631 	 1
175 12 	 [(175,1)0.710745] 	 [(508,2)0.979535] 	 0.725594 	 1
175 13 	 [(175,9)0.595031] 	 [(391,6)0.979184] 	 0.607680 	 1
175 14 	 [(175,2)0.764026] 	 [(168,10)0.977314] 	 0.781761 	 1
175 15 	 [(175,2)0.750742] 	 [(501,2)0.978649] 	 0.767121 	 1
175 16 	 [(175,7)0.771682] 	 [(205,6)0.975738] 	 0.790870 	 1
175 17 	 [(175,2)0.819881] 	 [(759,2)0.975523] 	 0.840453 	 1
175 18 	 [(175,2)0.540713] 	 [(168,2)0.972431] 	 0.556043 	 1
175 19 	 [(175,2)0.770655] 	 [(760,5)0.974450] 	 0.790862 	 1
175 20 	 [(175,2)0.621399] 	 [(553,5)0.974980] 	 0.637345 	 1
176 11 	 [(176,3)0.697546] 	 [(248,9)0.975724] 	 0.714901 	 1
176 12 	 [(176,1)0.590636] 	 [(373,2)0.969565] 	 0.609176 	 1
176 13 	 [(176,7)0.925405] 	 [(558,1)0.974936] 	 0.949196 	 1
176 14 	 [(176,2)0.836392] 	 [(58,2)0.960384] 	 0.870893 	 1
176 15 	 [(176,1)0.824099] 	 [(58,2)0.959917] 	 0.858511 	 1
176 16 	 [(176,1)0.440040] 	 [(531,8)0.973045] 	 0.452230 	 1
176 17 	 [(176,1)0.578739] 	 [(531,8)0.974307] 	 0.594001 	 1
176 18 	 [(176,2)0.816191] 	 [(219,7)0.968665] 	 0.842594 	 1
176 19 	 [(176,7)0.846877] 	 [(531,5)0.969265] 	 0.873731 	 1
176 20 	 [(176,2)0.628378] 	 [(651,7)0.971712] 	 0.646671 	 1
177 11 	 [(177,7)0.323379] 	 [(103,1)0.970183] 	 0.333318 	 1
177 12 	 [(177,1)0.289861] 	 [(303,6)0.975136] 	 0.297252 	 1
177 13 	 [(177,6)0.379140] 	 [(759,7)0.980355] 	 0.386737 	 1
177 14 	 [(177,1)0.495604] 	 [(45,2)0.964711] 	 0.513733 	 1
177 15 	 [(177,1)0.286041] 	 [(472,6)0.968765] 	 0.295264 	 1
177 16 	 [(177,2)0.378989] 	 [(631,10)0.975697] 	 0.388429 	 1
177 17 	 [(177,2)0.469630] 	 [(539,8)0.962233] 	 0.488063 	 1
177 18 	 [(177,1)0.512188] 	 [(372,6)0.968096] 	 0.529067 	 1
177 19 	 [(177,2)0.339530] 	 [(303,8)0.973719] 	 0.348694 	 1
177 20 	 [(177,1)0.595391] 	 [(704,1)0.973486] 	 0.611607 	 1
178 11 	 [(178,9)0.284550] 	 [(695,2)0.967125] 	 0.294223 	 1
178 12 	 [(178,1)0.548716] 	 [(620,2)0.972225] 	 0.564392 	 1
178 13 	 [(178,7)0.486660] 	 [(433,10)0.965082] 	 0.504268 	 1
178 14 	 [(178,7)0.789958] 	 [(280,2)0.972128] 	 0.812607 	 1
178 15 	 [(178,3)0.734596] 	 [(671,2)0.971108] 	 0.756451 	 1
178 16 	 [(178,2)0.748052] 	 [(671,2)0.973527] 	 0.768394 	 1
178 17 	 [(178,6)0.808270] 	 [(623,6)0.969057] 	 0.834079 	 1
178 18 	 [(178,10)0.635630] 	 [(659,5)0.957638] 	 0.663748 	 1
178 19 	 [(178,6)0.721324] 	 [(433,1)0.970810] 	 0.743013 	 1
178 20 	 [(178,2)0.783773] 	 [(96,3)0.967795] 	 0.809854 	 1
179 11 	 [(179,10)0.256517] 	 [(97,9)0.959839] 	 0.267250 	 1
179 12 	 [(179,5)0.867254] 	 [(315,7)0.973032] 	 0.891290 	 1
179 13 	 [(179,4)0.334990] 	 [(502,8)0.975706] 	 0.343331 	 1
179 14 	 [(179,3)0.841532] 	 [(97,3)0.977072] 	 0.861279 	 1
179 15 	 [(179,3)0.792423] 	 [(502,3)0.980357] 	 0.808300 	 1
179 16 	 [(179,9)0.791198] 	 [(709,7)0.964754] 	 0.820103 	 1
179 17 	 [(179,10)0.802518] 	 [(502,4)0.967043] 	 0.829868 	 1
179 18 	 [(179,10)0.771032] 	 [(337,7)0.957083] 	 0.805606 	 1
179 19 	 [(179,2)0.746342] 	 [(595,7)0.975844] 	 0.764817 	 1
179 20 	 [(179,2)0.837664] 	 [(701,4)0.961695] 	 0.871029 	 1
180 11 	 [(180,6)0.522367] 	 [(77,1)0.970786] 	 0.538087 	 1
180 12 	 [(180,1)0.306504] 	 [(6,8)0.966972] 	 0.316973 	 1
180 13 	 [(180,6)0.541179] 	 [(662,8)0.970329] 	 0.557727 	 1
180 14 	 [(180,1)0.528115] 	 [(127,7)0.962651] 	 0.548605 	 1
180 15 	 [(180,2)0.497622] 	 [(355,9)0.963002] 	 0.516740 	 1
180 16 	 [(180,2)0.583629] 	 [(292,7)0.964272] 	 0.605253 	 1
180 17 	 [(180,2)0.595971] 	 [(429,8)0.961711] 	 0.619699 	 1
180 18 	 [(180,1)0.722113] 	 [(707,9)0.978676] 	 0.737847 	 1
180 19 	 [(180,2)0.531952] 	 [(725,6)0.969088] 	 0.548920 	 1
180 20 	 [(180,2)0.589903] 	 [(598,5)0.968262] 	 0.609239 	 1
181 11 	 [(181,10)0.731306] 	 [(420,5)0.960643] 	 0.761267 	 1
181 12 	 [(181,1)0.848959] 	 [(521,9)0.953319] 	 0.890530 	 1
181 13 	 [(181,10)0.436296] 	 [(56,10)0.965802] 	 0.451745 	 1
181 14 	 [(181,1)0.710082] 	 [(271,9)0.943940] 	 0.752253 	 1
181 15 	 [(181,1)0.836966] 	 [(695,2)0.959314] 	 0.872463 	 1
181 16 	 [(181,2)0.830297] 	 [(521,7)0.948030] 	 0.875813 	 1
181 17 	 [(181,2)0.799655] 	 [(379,10)0.958968] 	 0.833870 	 1
181 18 	 [(181,2)0.731224] 	 [(438,4)0.961996] 	 0.760111 	 1
181 19 	 [(181,2)0.674592] 	 [(434,3)0.947405] 	 0.712042 	 1
181 20 	 [(181,2)0.487052] 	 [(434,6)0.954816] 	 0.510100 	 1
182 11 	 [(182,3)0.587272] 	 [(738,5)0.974514] 	 0.602631 	 1
182 12 	 [(182,1)0.786558] 	 [(671,2)0.978245] 	 0.804050 	 1
182 13 	 [(182,8)0.668033] 	 [(480,1)0.978324] 	 0.682834 	 1
182 14 	 [(182,10)0.886298] 	 [(448,4)0.974812] 	 0.909199 	 1
182 15 	 [(182,1)0.766742] 	 [(520,2)0.975793] 	 0.785763 	 1
182 16 	 [(182,1)0.694561] 	 [(725,5)0.966452] 	 0.718671 	 1
182 17 	 [(182,1)0.794811] 	 [(433,2)0.980023] 	 0.811013 	 1
182 18 	 [(182,2)0.635572] 	 [(469,5)0.976646] 	 0.650770 	 1
182 19 	 [(182,2)0.770618] 	 [(469,8)0.979807] 	 0.786500 	 1
182 20 	 [(182,2)0.714033] 	 [(480,2)0.975789] 	 0.731749 	 1
183 11 	 [(183,10)0.518092] 	 [(134,3)0.966609] 	 0.535989 	 1
183 12 	 [(183,2)0.819792] 	 [(211,2)0.975887] 	 0.840048 	 1
183 13 	 [(183,7)0.454558] 	 [(619,1)0.968850] 	 0.469173 	 1
183 14 	 [(183,2)0.819602] 	 [(44,2)0.974055] 	 0.841433 	 1
183 15 	 [(183,2)0.879384] 	 [(721,8)0.967674] 	 0.908761 	 1
183 16 	 [(183,2)0.775178] 	 [(469,2)0.968781] 	 0.800158 	 1
183 17 	 [(183,2)0.792214] 	 [(434,6)0.974529] 	 0.812920 	 1
183 18 	 [(183,6)0.774478] 	 [(532,8)0.972577] 	 0.796315 	 1
183 19 	 [(183,1)0.826828] 	 [(625,1)0.980802] 	 0.843012 	 1
183 20 	 [(183,2)0.673216] 	 [(555,2)0.977205] 	 0.688920 	 1
184 11 	 [(184,10)0.560562] 	 [(708,10)0.978146] 	 0.573086 	 1
184 12 	 [(184,3)0.794824] 	 [(501,7)0.961523] 	 0.826630 	 1
184 13 	 [(184,8)0.650123] 	 [(528,7)0.977441] 	 0.665128 	 1
184 14 	 [(184,1)0.590297] 	 [(375,7)0.976794] 	 0.604321 	 1
184 15 	 [(184,7)0.913364] 	 [(689,5)0.966497] 	 0.945025 	 1
184 16 	 [(184,1)0.795967] 	 [(204,9)0.972073] 	 0.818835 	 1
184 17 	 [(184,1)0.785898] 	 [(501,7)0.967848] 	 0.812006 	 1
184 18 	 [(184,7)0.747951] 	 [(501,7)0.954420] 	 0.783671 	 1
184 19 	 [(184,9)0.827860] 	 [(501,7)0.970659] 	 0.852884 	 1
184 20 	 [(184,2)0.853316] 	 [(675,1)0.969512] 	 0.880150 	 1
185 11 	 [(185,4)0.521903] 	 [(458,6)0.971132] 	 0.537417 	 1
185 12 	 [(185,1)0.491095] 	 [(376,2)0.965059] 	 0.508876 	 1
185 13 	 [(185,7)0.621540] 	 [(195,9)0.967319] 	 0.642539 	 1
185 14 	 [(185,1)0.537967] 	 [(376,2)0.967986] 	 0.555759 	 1
185 15 	 [(185,1)0.789886] 	 [(366,9)0.967377] 	 0.816523 	 1
185 16 	 [(185,1)0.672574] 	 [(376,2)0.971461] 	 0.692332 	 1
185 17 	 [(185,1)0.717429] 	 [(458,7)0.975409] 	 0.735516 	 1
185 18 	 [(185,1)0.649796] 	 [(350,2)0.967220] 	 0.671818 	 1
185 19 	 [(185,1)0.744682] 	 [(557,6)0.970220] 	 0.767539 	 1
185 20 	 [(185,2)0.761679] 	 [(356,8)0.973761] 	 0.782203 	 1
186 11 	 [(186,8)0.581878] 	 [(187,10)0.975378] 	 0.596567 	 1
186 12 	 [(186,1)0.756362] 	 [(439,10)0.964719] 	 0.784023 	 1
186 13 	 [(186,3)0.830383] 	 [(584,1)0.974004] 	 0.852546 	 1
186 14 	 [(186,2)0.739235] 	 [(708,8)0.971100] 	 0.761235 	 1
186 15 	 [(186,2)0.688886] 	 [(772,8)0.970652] 	 0.709715 	 1
186 16 	 [(186,2)0.738298] 	 [(79,8)0.972451] 	 0.759214 	 1
186 17 	 [(186,2)0.690208] 	 [(90,9)0.970024] 	 0.711537 	 1
186 18 	 [(186,2)0.814861] 	 [(708,7)0.969478] 	 0.840515 	 1
186 19 	 [(186,2)0.665974] 	 [(111,2)0.971271] 	 0.685673 	 1
186 20 	 [(186,2)0.441975] 	 [(439,6)0.970257] 	 0.455524 	 1
187 11 	 [(187,7)0.602383] 	 [(704,2)0.963989] 	 0.624886 	 1
187 12 	 [(187,1)0.486624] 	 [(167,8)0.968570] 	 0.502415 	 1
187 13 	 [(187,6)0.593641] 	 [(167,8)0.954742] 	 0.621782 	 1
187 14 	 [(187,9)0.911596] 	 [(182,4)0.973804] 	 0.936119 	 1
187 15 	 [(187,2)0.632469] 	 [(167,8)0.953000] 	 0.663661 	 1
187 16 	 [(187,2)0.616028] 	 [(374,9)0.961685] 	 0.640571 	 1
187 17 	 [(187,1)0.720934] 	 [(203,5)0.961786] 	 0.749578 	 1
187 18 	 [(187,2)0.724744] 	 [(520,6)0.963184] 	 0.752446 	 1
187 19 	 [(187,2)0.390583] 	 [(167,8)0.965736] 	 0.404441 	 1
187 20 	 [(187,1)0.815884] 	 [(199,10)0.957710] 	 0.851911 	 1
188 11 	 [(188,7)0.787749] 	 [(434,9)0.970480] 	 0.811711 	 1
188 12 	 [(188,1)0.696375] 	 [(627,7)0.970806] 	 0.717316 	 1
188 13 	 [(188,4)0.757879] 	 [(233,9)0.974920] 	 0.777376 	 1
188 14 	 [(188,2)0.448270] 	 [(495,9)0.982517] 	 0.456247 	 1
188 15 	 [(188,2)0.755220] 	 [(492,3)0.979249] 	 0.771224 	 1
188 16 	 [(188,2)0.493008] 	 [(249,7)0.979566] 	 0.503292 	 1
188 17 	 [(188,1)0.533875] 	 [(495,9)0.981800] 	 0.543772 	 1
188 18 	 [(188,2)0.455517] 	 [(725,1)0.980136] 	 0.464749 	 1
188 19 	 [(188,2)0.589182] 	 [(725,1)0.982372] 	 0.599754 	 1
188 20 	 [(188,7)0.713527] 	 [(437,2)0.977562] 	 0.729905 	 1
189 11 	 [(189,9)0.557619] 	 [(420,9)0.971748] 	 0.573831 	 1
189 12 	 [(189,1)0.861484] 	 [(561,6)0.954218] 	 0.902817 	 1
189 13 	 [(189,9)0.289391] 	 [(281,9)0.967680] 	 0.299057 	 1
189 14 	 [(189,1)0.815440] 	 [(484,5)0.966157] 	 0.844004 	 1
189 15 	 [(189,5)0.866031] 	 [(262,9)0.963163] 	 0.899153 	 1
189 16 	 [(189,2)0.920393] 	 [(281,9)0.968959] 	 0.949878 	 1
189 17 	 [(189,2)0.883368] 	 [(188,10)0.958836] 	 0.921292 	 1
189 18 	 [(189,2)0.869878] 	 [(419,3)0.956859] 	 0.909097 	 1
189 19 	 [(189,1)0.918669] 	 [(379,4)0.955574] 	 0.961379 	 1
189 20 	 [(189,2)0.913122] 	 [(379,4)0.956181] 	 0.954968 	 1
190 11 	 [(190,8)0.514835] 	 [(689,10)0.969927] 	 0.530798 	 1
190 12 	 [(190,2)0.737900] 	 [(51,9)0.977784] 	 0.754666 	 1
190 13 	 [(190,10)0.716924] 	 [(308,3)0.979324] 	 0.732060 	 1
190 14 	 [(190,2)0.838006] 	 [(123,1)0.981780] 	 0.853558 	 1
190 15 	 [(190,2)0.813254] 	 [(545,3)0.967627] 	 0.840462 	 1
190 16 	 [(190,2)0.795913] 	 [(231,5)0.974799] 	 0.816489 	 1
190 17 	 [(190,1)0.876069] 	 [(365,4)0.977033] 	 0.896663 	 1
190 18 	 [(190,2)0.715792] 	 [(463,8)0.972356] 	 0.736142 	 1
190 19 	 [(190,2)0.676471] 	 [(155,2)0.979215] 	 0.690830 	 1
190 20 	 [(190,8)0.907441] 	 [(421,1)0.983379] 	 0.922779 	 1
191 11 	 [(191,6)0.387330] 	 [(185,3)0.971885] 	 0.398535 	 1
191 12 	 [(191,1)0.761863] 	 [(464,3)0.978740] 	 0.778412 	 1
191 13 	 [(191,6)0.558690] 	 [(19,4)0.977877] 	 0.571330 	 1
191 14 	 [(191,1)0.675779] 	 [(240,5)0.972614] 	 0.694807 	 1
191 15 	 [(191,1)0.541343] 	 [(458,5)0.975540] 	 0.554916 	 1
191 16 	 [(191,1)0.716364] 	 [(464,3)0.974938] 	 0.734779 	 1
191 17 	 [(191,1)0.826940] 	 [(295,2)0.981539] 	 0.842493 	 1
191 18 	 [(191,1)0.655174] 	 [(458,5)0.970935] 	 0.674787 	 1
191 19 	 [(191,1)0.637645] 	 [(464,4)0.972971] 	 0.655359 	 1
191 20 	 [(191,1)0.644489] 	 [(337,10)0.971954] 	 0.663086 	 1
192 11 	 [(192,9)0.594705] 	 [(675,2)0.964863] 	 0.616362 	 1
192 12 	 [(192,1)0.628714] 	 [(258,9)0.976247] 	 0.644011 	 1
192 13 	 [(192,9)0.710935] 	 [(7,7)0.975094] 	 0.729094 	 1
192 14 	 [(192,5)0.758842] 	 [(689,5)0.971353] 	 0.781222 	 1
192 15 	 [(192,2)0.764730] 	 [(375,3)0.970280] 	 0.788154 	 1
192 16 	 [(192,2)0.894376] 	 [(375,6)0.979268] 	 0.913311 	 1
192 17 	 [(192,2)0.867830] 	 [(375,3)0.970469] 	 0.894238 	 1
192 18 	 [(192,2)0.832319] 	 [(375,4)0.968046] 	 0.859793 	 1
192 19 	 [(192,2)0.734866] 	 [(375,3)0.967695] 	 0.759398 	 1
192 20 	 [(192,2)0.761817] 	 [(689,9)0.966921] 	 0.787879 	 1
193 11 	 [(193,10)0.369355] 	 [(557,2)0.974408] 	 0.379056 	 1
193 12 	 [(193,1)0.497785] 	 [(191,1)0.971509] 	 0.512383 	 1
193 13 	 [(193,9)0.526765] 	 [(557,2)0.975697] 	 0.539886 	 1
193 14 	 [(193,1)0.446034] 	 [(150,3)0.977400] 	 0.456347 	 1
193 15 	 [(193,1)0.906438] 	 [(8,9)0.979887] 	 0.925043 	 1
193 16 	 [(193,1)0.780339] 	 [(176,5)0.969201] 	 0.805136 	 1
193 17 	 [(193,2)0.820893] 	 [(176,5)0.976182] 	 0.840922 	 1
193 18 	 [(193,2)0.950919] 	 [(472,10)0.979528] 	 0.970793 	 1
193 19 	 [(193,2)0.919053] 	 [(532,8)0.968915] 	 0.948538 	 1
193 20 	 [(193,1)0.738364] 	 [(434,9)0.976336] 	 0.756260 	 1
194 11 	 [(194,7)0.582309] 	 [(519,6)0.975573] 	 0.596889 	 1
194 12 	 [(194,4)0.482270] 	 [(245,5)0.976891] 	 0.493678 	 1
194 13 	 [(194,6)0.492028] 	 [(558,6)0.972100] 	 0.506150 	 1
194 14 	 [(194,4)0.573640] 	 [(373,10)0.969311] 	 0.591802 	 1
194 15 	 [(194,10)0.619637] 	 [(373,5)0.968850] 	 0.639559 	 1
194 16 	 [(194,6)0.619723] 	 [(492,10)0.966340] 	 0.641309 	 1
194 17 	 [(194,2)0.682615] 	 [(425,9)0.975141] 	 0.700017 	 1
194 18 	 [(194,2)0.797723] 	 [(425,9)0.973945] 	 0.819064 	 1
194 19 	 [(194,1)0.519732] 	 [(425,9)0.965033] 	 0.538564 	 1
194 20 	 [(194,6)0.551018] 	 [(294,1)0.971414] 	 0.567233 	 1
195 11 	 [(195,5)0.727288] 	 [(570,1)0.965316] 	 0.753420 	 1
195 12 	 [(195,2)0.715640] 	 [(589,2)0.970079] 	 0.737713 	 1
195 13 	 [(195,5)0.640195] 	 [(571,8)0.972433] 	 0.658344 	 1
195 14 	 [(195,1)0.595411] 	 [(205,7)0.968993] 	 0.614464 	 1
195 15 	 [(195,1)0.640261] 	 [(126,10)0.962460] 	 0.665234 	 1
195 16 	 [(195,2)0.745901] 	 [(731,7)0.973456] 	 0.766240 	 1
195 17 	 [(195,2)0.653974] 	 [(781,7)0.973690] 	 0.671645 	 1
195 18 	 [(195,2)0.422088] 	 [(547,9)0.974958] 	 0.432929 	 1
195 19 	 [(195,2)0.515521] 	 [(126,9)0.972359] 	 0.530176 	 1
195 20 	 [(195,2)0.804953] 	 [(731,10)0.975681] 	 0.825017 	 1
196 11 	 [(196,10)0.385264] 	 [(32,8)0.983815] 	 0.391602 	 1
196 12 	 [(196,1)0.859387] 	 [(369,2)0.974050] 	 0.882282 	 1
196 13 	 [(196,8)0.661446] 	 [(364,10)0.978386] 	 0.676058 	 1
196 14 	 [(196,2)0.634020] 	 [(386,2)0.978960] 	 0.647646 	 1
196 15 	 [(196,1)0.910528] 	 [(385,4)0.982612] 	 0.926640 	 1
196 16 	 [(196,2)0.642678] 	 [(515,1)0.978668] 	 0.656686 	 1
196 17 	 [(196,1)0.558933] 	 [(673,8)0.976487] 	 0.572392 	 1
196 18 	 [(196,2)0.693449] 	 [(91,1)0.977845] 	 0.709160 	 1
196 19 	 [(196,2)0.422398] 	 [(365,1)0.976566] 	 0.432534 	 1
196 20 	 [(196,1)0.727687] 	 [(769,1)0.976111] 	 0.745496 	 1
197 11 	 [(197,10)0.561583] 	 [(232,3)0.981554] 	 0.572137 	 1
197 12 	 [(197,1)0.703553] 	 [(557,9)0.985339] 	 0.714021 	 1
197 13 	 [(197,10)0.559104] 	 [(193,6)0.983916] 	 0.568244 	 1
197 14 	 [(197,2)0.899943] 	 [(209,4)0.976181] 	 0.921902 	 1
197 15 	 [(197,1)0.871268] 	 [(246,5)0.978479] 	 0.890431 	 1
197 16 	 [(197,2)0.820670] 	 [(418,10)0.976371] 	 0.840531 	 1
197 17 	 [(197,2)0.830718] 	 [(532,2)0.974742] 	 0.852244 	 1
197 18 	 [(197,2)0.825179] 	 [(358,8)0.977596] 	 0.844090 	 1
197 19 	 [(197,2)0.504409] 	 [(532,2)0.977293] 	 0.516129 	 1
197 20 	 [(197,2)0.748523] 	 [(557,3)0.979807] 	 0.763949 	 1
198 11 	 [(198,10)0.537593] 	 [(79,10)0.973481] 	 0.552238 	 1
198 12 	 [(198,8)0.689087] 	 [(65,1)0.977940] 	 0.704631 	 1
198 13 	 [(198,6)0.748583] 	 [(355,5)0.966205] 	 0.774766 	 1
198 14 	 [(198,8)0.688155] 	 [(164,10)0.980060] 	 0.702156 	 1
198 15 	 [(198,2)0.972367] 	 [(159,2)0.974154] 	 0.998166 	 1
198 16 	 [(198,1)0.638943] 	 [(318,7)0.980007] 	 0.651978 	 1
198 17 	 [(198,7)0.740987] 	 [(30,3)0.978337] 	 0.757394 	 1
198 18 	 [(198,10)0.722471] 	 [(469,1)0.978233] 	 0.738547 	 1
198 19 	 [(198,2)0.590941] 	 [(212,2)0.975837] 	 0.605573 	 1
198 20 	 [(198,2)0.675821] 	 [(212,3)0.980812] 	 0.689042 	 1
199 11 	 [(199,7)0.542814] 	 [(289,4)0.972834] 	 0.557972 	 1
199 12 	 [(199,7)0.665349] 	 [(205,7)0.973108] 	 0.683736 	 1
199 13 	 [(199,10)0.617939] 	 [(372,6)0.960539] 	 0.643325 	 1
199 14 	 [(199,1)0.630672] 	 [(579,7)0.972472] 	 0.648525 	 1
199 15 	 [(199,2)0.631125] 	 [(205,7)0.970305] 	 0.650440 	 1
199 16 	 [(199,6)0.692237] 	 [(595,1)0.966820] 	 0.715994 	 1
199 17 	 [(199,5)0.676967] 	 [(362,9)0.971969] 	 0.696490 	 1
199 18 	 [(199,6)0.696470] 	 [(42,9)0.970978] 	 0.717287 	 1
199 19 	 [(199,10)0.731351] 	 [(391,6)0.971960] 	 0.752450 	 1
199 20 	 [(199,1)0.806413] 	 [(362,9)0.971310] 	 0.830232 	 1
200 11 	 [(200,10)0.416426] 	 [(311,9)0.969087] 	 0.429710 	 1
200 12 	 [(200,1)0.691122] 	 [(201,1)0.969210] 	 0.713078 	 1
200 13 	 [(200,8)0.510594] 	 [(351,10)0.974048] 	 0.524198 	 1
200 14 	 [(200,3)0.922718] 	 [(72,5)0.970078] 	 0.951179 	 1
200 15 	 [(200,10)0.875074] 	 [(355,2)0.969000] 	 0.903069 	 1
200 16 	 [(200,7)0.840826] 	 [(446,1)0.955794] 	 0.879715 	 1
200 17 	 [(200,1)0.919193] 	 [(520,2)0.970768] 	 0.946872 	 1
200 18 	 [(200,9)0.932461] 	 [(480,2)0.951880] 	 0.979599 	 1
200 19 	 [(200,1)0.848396] 	 [(480,10)0.968933] 	 0.875598 	 1
200 20 	 [(200,1)0.808241] 	 [(56,10)0.960413] 	 0.841556 	 1
201 11 	 [(201,10)0.591212] 	 [(718,8)0.973950] 	 0.607025 	 1
201 12 	 [(201,2)0.826651] 	 [(461,7)0.974896] 	 0.847938 	 1
201 13 	 [(201,9)0.679828] 	 [(336,10)0.975597] 	 0.696833 	 1
201 14 	 [(201,2)0.648434] 	 [(171,5)0.966354] 	 0.671011 	 1
201 15 	 [(201,1)0.742417] 	 [(521,5)0.970197] 	 0.765223 	 1
